pitch_type,game_date,release_speed,release_pos_x,release_pos_z,pitcher_name,batter,pitcher,events,description,game_type,stand,p_throws,home_team,away_team,type,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,outs_when_up,inning,inning_topbot,hc_x,hc_y,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,release_spin_rate,release_extension,game_pk,estimated_ba_using_speedangle,estimated_woba_using_speedangle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,active_record
SL,8/24/2021,82.6,1.65,6.58,"Smith, Will",572228,519293,,blocked_ball,R,R,L,ATL,NYY,B,,0,0,2021,-0.79,0.09,-0.69,1.03,2,9,Top,,,3.55,1.71,,,,2417,6.4,632763,,,68,1,Slider,3,5,5,3,5,3,5,3,Infield shift,Standard,324,1
CU,8/24/2021,80.7,-2.03,5.48,"Morton, Charlie",608336,450203,,called_strike,R,L,R,ATL,NYY,S,,2,0,2021,1.35,-0.83,0.34,1.65,2,1,Top,,,3.3,1.55,,,,3131,6.2,632763,,,4,3,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard,51,1
FF,8/24/2021,96.6,2.05,6.23,"Matzek, Tyler",519317,554431,,ball,R,R,L,ATL,NYY,B,,1,1,2021,0.38,1.35,1.19,3.62,2,8,Top,,,3.76,1.87,,,,2318,6.4,632763,,,60,3,4-Seam Fastball,3,5,5,3,5,3,5,3,Standard,Standard,145,1
FF,8/24/2021,96.6,1.9,6.29,"Matzek, Tyler",519317,554431,,foul,R,R,L,ATL,NYY,S,,1,0,2021,0.44,1.36,0.94,2.6,2,8,Top,,,3.66,1.68,2,52.1,-48,2374,6.5,632763,,,60,2,4-Seam Fastball,3,5,5,3,5,3,5,3,Standard,Standard,152,1
FF,8/24/2021,93.4,-2.96,5.89,"Rodríguez, Richard",596142,593144,,ball,R,R,R,ATL,NYY,B,,1,0,2021,-1.02,0.96,0.99,2.15,2,6,Top,,,3.12,1.57,,,,2316,6.8,632763,,,46,2,4-Seam Fastball,3,4,4,3,4,3,4,3,Standard,Standard,230,1
SL,8/24/2021,81.8,1.65,6.64,"Smith, Will",623205,519293,strikeout,swinging_strike,R,R,L,ATL,NYY,S,,2,2,2021,-0.93,-0.04,-0.84,1.46,1,9,Top,,,3.29,1.49,,,,2404,6.3,632763,,,67,5,Slider,3,5,5,3,5,3,5,3,Infield shift,Standard,317,1
CU,8/24/2021,80.1,-2.3,5.49,"Morton, Charlie",608336,450203,,ball,R,L,R,ATL,NYY,B,,1,0,2021,1.41,-0.81,-1.91,3.29,2,1,Top,,,3.35,1.68,,,,3107,6.1,632763,,,4,2,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard,65,1
FF,8/24/2021,96.9,-2.07,5.53,"Morton, Charlie",608336,450203,,ball,R,L,R,ATL,NYY,B,,0,0,2021,-0.99,1.08,-0.54,3.73,2,1,Top,,,3.5,1.68,,,,2477,6.3,632763,,,4,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,236,1
FF,8/24/2021,94,-3.01,5.88,"Rodríguez, Richard",596142,593144,,ball,R,R,R,ATL,NYY,B,,0,0,2021,-1.12,0.99,-1.15,3.68,2,6,Top,,,3.15,1.46,,,,2288,7,632763,,,46,1,4-Seam Fastball,3,4,4,3,4,3,4,3,Standard,Standard,227,1
FF,8/24/2021,95.3,1.77,6.2,"Matzek, Tyler",519317,554431,,ball,R,R,L,ATL,NYY,B,,0,0,2021,0.38,1.31,-1.27,2.66,2,8,Top,,,3.74,1.85,,,,2598,6.4,632763,,,60,1,4-Seam Fastball,3,5,5,3,5,3,5,3,Standard,Standard,153,1
FF,8/24/2021,93,1.53,6.71,"Smith, Will",623205,519293,,ball,R,R,L,ATL,NYY,B,,1,2,2021,0.62,1.45,1.02,3.69,1,9,Top,,,3.39,1.52,,,,2272,6.4,632763,,,67,4,4-Seam Fastball,3,5,5,3,5,3,5,3,Infield shift,Standard,142,1
SI,8/24/2021,97.8,-1.8,5.58,"Morton, Charlie",592450,450203,single,hit_into_play,R,R,R,ATL,NYY,X,line_drive,3,2,2021,-1.39,0.47,-0.08,2.07,2,1,Top,162.97,66.22,3.76,1.75,276,110.3,11,2033,6.3,632763,0.887,0.91,3,6,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,240,1
FF,8/24/2021,93.9,1.5,6.78,"Smith, Will",623205,519293,,ball,R,R,L,ATL,NYY,B,,0,2,2021,0.47,1.37,1.08,3.37,1,9,Top,,,3.35,1.62,,,,2217,6.4,632763,,,67,3,4-Seam Fastball,3,5,5,3,5,3,5,3,Infield shift,Standard,147,1
SL,8/24/2021,83.3,-2.9,5.98,"Rodríguez, Richard",519317,593144,field_out,hit_into_play,R,R,R,ATL,NYY,X,ground_ball,2,2,2021,0.54,-0.37,0.72,1.75,1,6,Top,97.52,153.58,3.66,1.68,3,86.5,-28,1786,6.6,632763,0.083,0.083,45,6,Slider,3,4,4,3,4,3,4,3,Standard,Standard,28,1
FF,8/24/2021,96.3,1.86,6.27,"Matzek, Tyler",608336,554431,walk,ball,R,L,L,ATL,NYY,B,,3,1,2021,0.55,1.36,0.92,2.71,2,8,Top,,,3.47,1.68,,,,2196,6.3,632763,,,59,5,4-Seam Fastball,3,5,5,3,5,3,5,3,Infield shift,Standard,144,1
FC,8/24/2021,91.6,-2.81,6.31,"Martin, Chris",518934,455119,field_out,hit_into_play,R,R,R,ATL,NYY,X,fly_ball,0,0,2021,0.16,0.34,-0.15,2.71,2,7,Top,203.89,90.6,3.55,1.63,330,94.3,39,2105,6.4,632763,0.033,0.042,53,1,Cutter,3,5,5,3,5,3,5,3,Standard,Standard,185,1
SI,8/24/2021,98,-1.96,5.48,"Morton, Charlie",592450,450203,,ball,R,R,R,ATL,NYY,B,,2,2,2021,-1.49,0.48,0.47,1.25,2,1,Top,,,3.93,1.89,,,,2255,6.5,632763,,,3,5,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,238,1
SL,8/24/2021,82.8,1.75,6.55,"Smith, Will",623205,519293,,foul,R,R,L,ATL,NYY,S,,0,1,2021,-0.43,0.55,-0.72,1.66,1,9,Top,,,3.29,1.49,5,88.9,-18,2314,6.5,632763,,,67,2,Slider,3,5,5,3,5,3,5,3,Infield shift,Standard,315,1
FF,8/24/2021,96.1,1.84,6.24,"Matzek, Tyler",608336,554431,,called_strike,R,L,L,ATL,NYY,S,,3,0,2021,0.6,1.33,-0.5,3.1,2,8,Top,,,3.41,1.68,,,,2270,6.4,632763,,,59,4,4-Seam Fastball,3,5,5,3,5,3,5,3,Infield shift,Standard,149,1
SI,8/24/2021,94.5,-2.76,6.27,"Martin, Chris",641505,455119,field_out,hit_into_play,R,R,R,ATL,NYY,X,ground_ball,1,1,2021,-1.29,1.06,-0.17,1.85,1,7,Top,112.7,166.34,3.18,1.5,42,92.9,0,2037,6.5,632763,0.313,0.286,52,3,Sinker,3,5,5,3,5,3,5,3,Standard,Standard,211,1
FF,8/24/2021,94,-3.01,5.95,"Rodríguez, Richard",519317,593144,,ball,R,R,R,ATL,NYY,B,,1,2,2021,-0.97,1.26,0.92,3.29,1,6,Top,,,3.76,1.9,,,,2360,6.8,632763,,,45,5,4-Seam Fastball,3,4,4,3,4,3,4,3,Standard,Standard,225,1
SL,8/24/2021,83.6,1.82,6.24,"Matzek, Tyler",608336,554431,,ball,R,L,L,ATL,NYY,B,,2,0,2021,-0.37,-0.51,-1.11,0.98,2,8,Top,,,3.32,1.52,,,,2812,6.5,632763,,,59,3,Slider,3,5,5,3,5,3,5,3,Infield shift,Standard,315,1
SL,8/24/2021,82,1.81,6.6,"Smith, Will",623205,519293,,swinging_strike,R,R,L,ATL,NYY,S,,0,0,2021,-0.71,0.03,-0.17,0.98,1,9,Top,,,3.29,1.49,,,,2292,6.4,632763,,,67,1,Slider,3,5,5,3,5,3,5,3,Infield shift,Standard,322,1
SI,8/24/2021,94.1,-2.69,6.37,"Martin, Chris",641505,455119,,foul,R,R,R,ATL,NYY,S,,1,0,2021,-1.29,1.13,0.03,2.14,1,7,Top,,,3.18,1.5,3,87.2,-37,2010,6.6,632763,,,52,2,Sinker,3,5,5,3,5,3,5,3,Standard,Standard,207,1
CU,8/24/2021,82.5,-2.16,5.43,"Morton, Charlie",592450,450203,,called_strike,R,R,R,ATL,NYY,S,,2,1,2021,1.44,-0.83,-0.31,2.57,2,1,Top,,,3.97,1.89,,,,3210,6.2,632763,,,3,4,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,61,1
FF,8/24/2021,94,-3.07,6,"Rodríguez, Richard",519317,593144,,foul,R,R,R,ATL,NYY,S,,1,2,2021,-1.11,1.27,-1.3,3.67,1,6,Top,,,3.66,1.68,11,79.5,-17,2418,6.7,632763,,,45,4,4-Seam Fastball,3,4,4,3,4,3,4,3,Standard,Standard,229,1
CH,8/24/2021,89.1,-2.02,5.54,"Morton, Charlie",592450,450203,,ball,R,R,R,ATL,NYY,B,,1,1,2021,-1.58,0.12,0.18,0.91,2,1,Top,,,4.06,1.98,,,,2120,6.5,632763,,,3,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,262,1
FF,8/24/2021,93.6,-2.95,6,"Rodríguez, Richard",519317,593144,,ball,R,R,R,ATL,NYY,B,,0,2,2021,-1.08,1.11,-0.38,4.54,1,6,Top,,,3.63,1.8,,,,2318,6.6,632763,,,45,3,4-Seam Fastball,3,4,4,3,4,3,4,3,Standard,Standard,228,1
FF,8/24/2021,94.7,1.18,6.71,"Smith, Will",596059,519293,walk,ball,R,L,L,ATL,NYY,B,,3,1,2021,0.7,1.38,-1.44,2.64,1,9,Top,,,3.16,1.51,,,,2336,6.5,632763,,,66,5,4-Seam Fastball,3,5,5,3,5,3,5,3,Infield shift,Standard,146,1
FC,8/24/2021,90.6,-2.86,6.43,"Martin, Chris",641505,455119,,ball,R,R,R,ATL,NYY,B,,0,0,2021,0.07,0.52,-1.18,3.09,1,7,Top,,,3.21,1.55,,,,2019,6.3,632763,,,52,1,Cutter,3,5,5,3,5,3,5,3,Standard,Standard,193,1
FF,8/24/2021,96.1,1.77,6.26,"Matzek, Tyler",608336,554431,,ball,R,L,L,ATL,NYY,B,,1,0,2021,0.27,1.32,-1.37,1.74,2,8,Top,,,3.51,1.68,,,,2394,6.5,632763,,,59,2,4-Seam Fastball,3,5,5,3,5,3,5,3,Infield shift,Standard,150,1
CH,8/24/2021,87.3,-2.04,5.5,"Morton, Charlie",592450,450203,,ball,R,R,R,ATL,NYY,B,,0,1,2021,-1.62,0.23,-1.65,1.87,2,1,Top,,,4.09,2.01,,,,2126,6.3,632763,,,3,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,268,1
SL,8/24/2021,82.7,-3.02,5.95,"Rodríguez, Richard",519317,593144,,swinging_strike,R,R,R,ATL,NYY,S,,0,1,2021,0.69,-0.55,1.58,0.81,1,6,Top,,,3.66,1.68,,,,2097,6.8,632763,,,45,2,Slider,3,4,4,3,4,3,4,3,Standard,Standard,21,1
SL,8/24/2021,84.1,1.66,6.53,"Smith, Will",596059,519293,,ball,R,L,L,ATL,NYY,B,,2,1,2021,-0.19,0.57,-1.3,-0.18,1,9,Top,,,3.18,1.51,,,,2385,6.4,632763,,,66,4,Slider,3,5,5,3,5,3,5,3,Infield shift,Standard,283,1
FF,8/24/2021,95.6,-2.67,6.31,"Martin, Chris",623205,455119,strikeout,swinging_strike,R,L,R,ATL,NYY,S,,0,2,2021,-0.86,1.17,-0.8,1.98,0,7,Top,,,3.29,1.49,,,,2164,6.4,632763,,,51,3,4-Seam Fastball,3,5,5,3,5,3,5,3,Infield shift,Standard,220,1
FF,8/24/2021,96.2,1.7,6.31,"Matzek, Tyler",608336,554431,,ball,R,L,L,ATL,NYY,B,,0,0,2021,0.28,1.35,-1.15,1.21,2,8,Top,,,3.44,1.68,,,,2421,6.4,632763,,,59,1,4-Seam Fastball,3,5,5,3,5,3,5,3,Infield shift,Standard,151,1
FF,8/24/2021,94.2,-3.09,5.9,"Rodríguez, Richard",519317,593144,,called_strike,R,R,R,ATL,NYY,S,,0,0,2021,-1.12,1.23,-0.09,1.87,1,6,Top,,,3.67,1.77,,,,2324,6.8,632763,,,45,1,4-Seam Fastball,3,4,4,3,4,3,4,3,Standard,Standard,231,1
SL,8/24/2021,82.2,1.8,6.55,"Smith, Will",596059,519293,,called_strike,R,L,L,ATL,NYY,S,,2,0,2021,-0.67,0.48,0.44,2.77,1,9,Top,,,3.08,1.51,,,,2356,6.3,632763,,,66,3,Slider,3,5,5,3,5,3,5,3,Infield shift,Standard,307,1
FF,8/24/2021,95.2,-2.7,6.29,"Martin, Chris",623205,455119,,swinging_strike,R,L,R,ATL,NYY,S,,0,1,2021,-0.92,1.24,-0.65,2.12,0,7,Top,,,3.29,1.49,,,,2126,6.6,632763,,,51,2,4-Seam Fastball,3,5,5,3,5,3,5,3,Standard,Standard,212,1
FF,8/24/2021,97.1,1.94,6.22,"Matzek, Tyler",592450,554431,strikeout,swinging_strike,R,R,L,ATL,NYY,S,,1,2,2021,0.5,1.41,0.96,3.33,1,8,Top,,,3.76,1.75,,,,2445,6.2,632763,,,58,4,4-Seam Fastball,3,5,5,3,5,3,5,3,Standard,Standard,147,1
SI,8/24/2021,98.3,-2.11,5.56,"Morton, Charlie",592450,450203,,foul,R,R,R,ATL,NYY,S,,0,0,2021,-1.44,0.56,-0.86,2.26,2,1,Top,,,3.76,1.75,,,,2252,6.1,632763,,,3,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,238,1
SL,8/24/2021,80.9,1.72,6.62,"Smith, Will",596059,519293,,ball,R,L,L,ATL,NYY,B,,1,0,2021,-0.78,0.41,-1.04,2.35,1,9,Top,,,3.18,1.51,,,,2322,6.3,632763,,,66,2,Slider,3,5,5,3,5,3,5,3,Infield shift,Standard,312,1
SL,8/24/2021,85.7,1.78,6.23,"Matzek, Tyler",592450,554431,,ball,R,R,L,ATL,NYY,B,,0,2,2021,-0.48,-0.59,-1.51,1.55,1,8,Top,,,3.98,1.9,,,,2933,6.3,632763,,,58,3,Slider,3,5,5,3,5,3,5,3,Standard,Standard,327,1
CU,8/24/2021,82.7,-2.2,5.46,"Morton, Charlie",519203,450203,strikeout,called_strike,R,L,R,ATL,NYY,S,,0,2,2021,1.49,-0.56,-0.57,2.82,1,1,Top,,,3.49,1.61,,,,3206,6.1,632763,,,2,3,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard,61,1
FF,8/24/2021,93.7,-2.94,5.93,"Rodríguez, Richard",608336,593144,strikeout,called_strike,R,L,R,ATL,NYY,S,,3,2,2021,-1.15,1.23,0.53,1.81,0,6,Top,,,3.52,1.68,,,,2341,6.9,632763,,,44,6,4-Seam Fastball,3,4,4,3,4,3,4,3,Infield shift,Standard,229,1
SI,8/24/2021,95.6,-2.71,6.38,"Martin, Chris",623205,455119,,missed_bunt,R,L,R,ATL,NYY,S,,0,0,2021,-1.16,1.32,-0.97,2.86,0,7,Top,,,3.29,1.49,,,,2139,6.6,632763,,,51,1,Sinker,3,5,5,3,5,3,5,3,Standard,Standard,219,1
FF,8/24/2021,95.5,-2.65,6.38,"Martin, Chris",596059,455119,home_run,hit_into_play,R,L,R,ATL,NYY,X,fly_ball,2,2,2021,-0.75,1.32,0.04,2.6,0,7,Top,224.58,62.7,3.32,1.51,413,102.9,35,2147,6.5,632763,0.533,1.083,50,5,4-Seam Fastball,3,4,4,3,5,3,5,3,Infield shift,Standard,218,1
FF,8/24/2021,97.6,-2.07,5.57,"Morton, Charlie",519203,450203,,foul,R,L,R,ATL,NYY,S,,0,1,2021,-0.88,1.29,-0.07,3.19,1,1,Top,,,3.49,1.6,144,82.1,10,2289,6.3,632763,,,2,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,236,1
SL,8/24/2021,85.6,1.95,6.31,"Matzek, Tyler",592450,554431,,swinging_strike,R,R,L,ATL,NYY,S,,0,1,2021,-0.39,-0.45,-0.75,1.9,1,8,Top,,,3.76,1.75,,,,2805,6.4,632763,,,58,2,Slider,3,5,5,3,5,3,5,3,Standard,Standard,314,1
FF,8/24/2021,94.2,-3.04,5.89,"Rodríguez, Richard",608336,593144,,ball,R,L,R,ATL,NYY,B,,2,2,2021,-1.11,1.1,-1.31,2.37,0,6,Top,,,3.55,1.68,,,,2328,6.7,632763,,,44,5,4-Seam Fastball,3,4,4,3,4,3,4,3,Infield shift,Standard,229,1
CU,8/24/2021,79.6,1.57,6.76,"Smith, Will",596059,519293,,ball,R,L,L,ATL,NYY,B,,0,0,2021,-1.07,-0.62,-0.08,0.92,1,9,Top,,,3.1,1.51,,,,2182,6.2,632763,,,66,1,Curveball,3,5,5,3,5,3,5,3,Infield shift,Standard,324,1
FF,8/24/2021,92.8,-3,6.02,"Rodríguez, Richard",608336,593144,,foul,R,L,R,ATL,NYY,S,,2,1,2021,-1.14,0.93,0.05,2.32,0,6,Top,,,3.58,1.68,396,111.8,28,2290,6.6,632763,,,44,4,4-Seam Fastball,3,4,4,3,4,3,4,3,Infield shift,Standard,229,1
FF,8/24/2021,94.3,-2.8,6.29,"Martin, Chris",596059,455119,,foul,R,L,R,ATL,NYY,S,,2,1,2021,-0.55,1.09,-0.59,2.29,0,7,Top,,,3.32,1.51,196,81.3,65,2237,6.5,632763,,,50,4,4-Seam Fastball,3,4,4,3,4,3,4,3,Infield shift,Standard,207,1
SL,8/24/2021,84.5,1.89,6.29,"Matzek, Tyler",592450,554431,,swinging_strike,R,R,L,ATL,NYY,S,,0,0,2021,-0.34,-0.49,-1.07,1.48,1,8,Top,,,3.76,1.75,,,,2913,6.4,632763,,,58,1,Slider,3,5,5,3,5,3,5,3,Standard,Standard,311,1
FF,8/24/2021,97.1,-2.18,5.58,"Morton, Charlie",519203,450203,,called_strike,R,L,R,ATL,NYY,S,,0,0,2021,-1.12,0.8,-0.89,3.22,1,1,Top,,,3.6,1.75,,,,2440,6.3,632763,,,2,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shift,Standard,239,1
SL,8/24/2021,81.8,1.68,6.52,"Smith, Will",596142,519293,strikeout,called_strike,R,R,L,ATL,NYY,S,,1,2,2021,-0.66,0.32,-0.17,1.63,0,9,Top,,,3.15,1.53,,,,2354,6.6,632763,,,65,4,Slider,3,5,5,3,5,3,5,3,Infield shift,Standard,317,1
FF,8/24/2021,93.1,1.52,6.79,"Smith, Will",596142,519293,,ball,R,R,L,ATL,NYY,B,,0,2,2021,0.75,1.36,2.06,4.77,0,9,Top,,,3.21,1.49,,,,2275,6.3,632763,,,65,3,4-Seam Fastball,3,5,5,3,5,3,5,3,Infield shift,Standard,139,1
FF,8/24/2021,93,-3.05,6.01,"Rodríguez, Richard",608336,593144,,ball,R,L,R,ATL,NYY,B,,1,1,2021,-1.02,1.08,-1.41,2.99,0,6,Top,,,3.55,1.68,,,,2326,6.6,632763,,,44,3,4-Seam Fastball,3,4,4,3,4,3,4,3,Infield shift,Standard,224,1
FF,8/24/2021,97,1.76,6.29,"Matzek, Tyler",519203,554431,field_out,hit_into_play,R,L,L,ATL,NYY,X,line_drive,0,2,2021,0.62,1.45,0.38,2.56,0,8,Top,118.95,91.72,3.49,1.6,270,79.3,24,2390,6.2,632763,0.603,0.563,57,3,4-Seam Fastball,3,5,5,3,5,3,5,3,Infield shift,Standard,144,1
SI,8/24/2021,96.6,-1.94,5.62,"Morton, Charlie",518934,450203,field_out,hit_into_play,R,R,R,ATL,NYY,X,ground_ball,0,2,2021,-1.48,0.52,-0.05,2.41,0,1,Top,122.11,154.1,3.55,1.63,3,90.1,-42,2143,6.2,632763,0.063,0.057,1,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,242,1
FC,8/24/2021,90.7,-2.89,6.28,"Martin, Chris",596059,455119,,ball,R,L,R,ATL,NYY,B,,1,1,2021,0.16,0.26,1.35,2.42,0,7,Top,,,3.05,1.35,,,,2051,6.5,632763,,,50,3,Cutter,3,4,4,3,4,3,4,3,Infield shift,Standard,189,1
SI,8/24/2021,95.3,-2.05,5.55,"Morton, Charlie",518934,450203,,called_strike,R,R,R,ATL,NYY,S,,0,1,2021,-1.57,0.43,0.4,2.23,0,1,Top,,,3.54,1.63,,,,2098,6.3,632763,,,1,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,248,1
FF,8/24/2021,96.2,1.76,6.35,"Matzek, Tyler",519203,554431,,called_strike,R,L,L,ATL,NYY,S,,0,1,2021,0.54,1.44,-0.69,2.26,0,8,Top,,,3.64,1.67,,,,2479,6.3,632763,,,57,2,4-Seam Fastball,3,5,5,3,5,3,5,3,Infield shift,Standard,146,1
FF,8/24/2021,92.6,-2.99,6.06,"Rodríguez, Richard",608336,593144,,ball,R,L,R,ATL,NYY,B,,0,1,2021,-1.21,1.04,1.62,0.61,0,6,Top,,,3.61,1.68,,,,2291,6.8,632763,,,44,2,4-Seam Fastball,3,4,4,3,4,3,4,3,Infield shift,Standard,232,1
SL,8/24/2021,82.5,1.82,6.66,"Smith, Will",596142,519293,,swinging_strike,R,R,L,ATL,NYY,S,,0,1,2021,-0.56,0.63,0.32,2.45,0,9,Top,,,3.47,1.59,,,,2264,6.4,632763,,,65,2,Slider,3,5,5,3,5,3,5,3,Infield shift,Standard,316,1
FC,8/24/2021,91.9,-2.93,6.33,"Martin, Chris",596059,455119,,foul,R,L,R,ATL,NYY,S,,1,0,2021,0.07,0.67,0.85,2.16,0,7,Top,,,3.32,1.51,7,88.5,-17,2220,6.5,632763,,,50,2,Cutter,3,4,4,3,4,3,4,3,Infield shift,Standard,202,1
FF,8/24/2021,93.9,1.83,6.39,"Matzek, Tyler",519203,554431,,called_strike,R,L,L,ATL,NYY,S,,0,0,2021,0.34,1.35,-0.79,2.82,0,8,Top,,,3.63,1.77,,,,2436,6.2,632763,,,57,1,4-Seam Fastball,3,5,5,3,5,3,5,3,Infield shift,Standard,151,1
SI,8/24/2021,94.9,-2.05,5.57,"Morton, Charlie",518934,450203,,called_strike,R,R,R,ATL,NYY,S,,0,0,2021,-1.53,0.37,0.43,2.45,0,1,Top,,,3.58,1.63,,,,2092,6.3,632763,,,1,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,242,1
FF,8/24/2021,93.7,-2.86,6.1,"Rodríguez, Richard",608336,593144,,called_strike,R,L,R,ATL,NYY,S,,0,0,2021,-1.06,1.16,0.75,2.87,0,6,Top,,,3.47,1.68,,,,2328,6.7,632763,,,44,1,4-Seam Fastball,3,4,4,3,4,3,4,3,Infield shift,Standard,225,1
FF,8/24/2021,94.4,-2.65,6.4,"Martin, Chris",596059,455119,,ball,R,L,R,ATL,NYY,B,,0,0,2021,-0.77,1.23,0.67,0.91,0,7,Top,,,3.16,1.51,,,,2129,6.6,632763,,,50,1,4-Seam Fastball,3,4,4,3,4,3,4,3,Infield shift,Standard,214,1
CU,8/24/2021,78.9,1.57,6.83,"Smith, Will",596142,519293,,called_strike,R,R,L,ATL,NYY,S,,0,0,2021,-0.94,-0.38,0.18,3.24,0,9,Top,,,3.19,1.59,,,,2127,6.2,632763,,,65,1,Curveball,3,5,5,3,5,3,5,3,Infield shift,Standard,318,1
FF,8/23/2021,96.9,-0.62,6.51,"Ynoa, Huascar",596142,660623,strikeout,swinging_strike,R,R,R,ATL,NYY,S,,2,2,2021,-0.66,1.42,-0.67,3.64,2,6,Top,,,3.47,1.59,,,,2070,6.3,632805,,,45,5,4-Seam Fastball,1,3,3,1,3,1,3,1,Infield shift,Standard,214,1
SL,8/23/2021,86.3,-1.38,5.95,"Ynoa, Huascar",596142,660623,,blocked_ball,R,R,R,ATL,NYY,B,,1,2,2021,0.17,-0.43,0.12,0.19,2,6,Top,,,3.04,1.46,,,,2564,6.4,632805,,,45,4,Slider,1,3,3,1,3,1,3,1,Infield shift,Standard,43,1
SL,8/23/2021,83.6,-1.51,5.97,"Ynoa, Huascar",596142,660623,,foul,R,R,R,ATL,NYY,S,,1,1,2021,0.32,-0.38,-0.02,2.07,2,6,Top,,,3.47,1.59,46,83.8,1,2390,6.2,632805,,,45,3,Slider,1,3,3,1,3,1,3,1,Infield shift,Standard,43,1
SL,8/23/2021,84.3,-1.39,6.07,"Ynoa, Huascar",596142,660623,,foul,R,R,R,ATL,NYY,S,,1,0,2021,0.24,-0.47,0.71,1.29,2,6,Top,,,3.47,1.59,1,69.5,-50,2375,6.4,632805,,,45,2,Slider,1,3,3,1,3,1,3,1,Infield shift,Standard,52,1
FF,8/23/2021,97.2,-0.77,6.51,"Ynoa, Huascar",596142,660623,,ball,R,R,R,ATL,NYY,B,,0,0,2021,-0.81,1.26,-0.57,3.59,2,6,Top,,,3.15,1.5,,,,2094,6.1,632805,,,45,1,4-Seam Fastball,1,3,3,1,3,1,3,1,Infield shift,Standard,216,1
SL,8/23/2021,83.7,-1.46,5.94,"Ynoa, Huascar",519317,660623,double,hit_into_play,R,R,R,ATL,NYY,X,line_drive,2,1,2021,0.17,-0.14,-0.1,1.71,2,6,Top,25.42,61.03,3.66,1.68,355,119.2,13,2401,6.4,632805,0.827,0.992,44,4,Slider,1,1,1,1,3,1,3,1,Infield shift,Standard,54,1
FF,8/23/2021,96.1,-0.79,6.64,"Ynoa, Huascar",519317,660623,,ball,R,R,R,ATL,NYY,B,,1,1,2021,-0.77,1.37,-0.88,5.19,2,6,Top,,,3.71,1.86,,,,2195,6.1,632805,,,44,3,4-Seam Fastball,1,1,1,1,1,1,1,1,Infield shift,Standard,212,1
SL,8/23/2021,84.8,-1.41,5.95,"Ynoa, Huascar",519317,660623,,ball,R,R,R,ATL,NYY,B,,0,1,2021,0.31,-0.72,0.44,1.08,2,6,Top,,,3.58,1.81,,,,2532,6.4,632805,,,44,2,Slider,1,1,1,1,1,1,1,1,Infield shift,Standard,38,1
SL,8/23/2021,84.4,-1.62,5.97,"Ynoa, Huascar",519317,660623,,called_strike,R,R,R,ATL,NYY,S,,0,0,2021,0.22,-0.61,-0.76,2.02,2,6,Top,,,3.66,1.83,,,,2494,6.2,632805,,,44,1,Slider,1,1,1,1,1,1,1,1,Infield shift,Standard,51,1
FF,8/23/2021,95.2,-0.96,6.43,"Ynoa, Huascar",608336,660623,walk,ball,R,L,R,ATL,NYY,B,,3,1,2021,-0.78,1.24,-1.07,4.17,2,6,Top,,,3.58,1.72,,,,2175,6.1,632805,,,43,5,4-Seam Fastball,1,1,1,1,1,1,1,1,Infield shift,Standard,214,1
SL,8/23/2021,83.8,-1.53,6.01,"Ynoa, Huascar",608336,660623,,ball,R,L,R,ATL,NYY,B,,2,1,2021,0.22,-0.55,-1.07,3.71,2,6,Top,,,3.49,1.62,,,,2475,6.1,632805,,,43,4,Slider,1,1,1,1,1,1,1,1,Infield shift,Standard,49,1
FF,8/23/2021,94.8,-0.76,6.41,"Ynoa, Huascar",608336,660623,,foul,R,L,R,ATL,NYY,S,,2,0,2021,-0.73,1.54,-0.41,1.96,2,6,Top,,,3.58,1.68,237,79.6,51,2170,6.3,632805,,,43,3,4-Seam Fastball,1,1,1,1,1,1,1,1,Infield shift,Standard,213,1
FF,8/23/2021,95.7,-0.7,6.55,"Ynoa, Huascar",608336,660623,,ball,R,L,R,ATL,NYY,B,,1,0,2021,-0.79,1.36,0.72,1.99,2,6,Top,,,3.52,1.7,,,,2181,6.1,632805,,,43,2,4-Seam Fastball,1,1,1,1,1,1,1,1,Infield shift,Standard,210,1
